"histology_abbreviation","Sum","Freq_mut","percent_mut","percent_whole","cell_type","regulator","pathway","pathway_new"
"ES",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"ESCC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Eso-AdenoCA",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"FIBS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"FIOS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"FL",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"GBC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"GEJ",7,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"GIST",4,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"GNG",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"GRCT",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"HGNEC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"HNMUCM",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"IHCH",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"IMMC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Kidney-PapRCC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Liver-HCC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"LNET",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"LUACC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"LUNE",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Lung-SCC",5,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Lymph-BNHL",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Lymph-CLL",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MACR",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MDLC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MFH",6,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MLAV",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MNG",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MPE",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MPNST",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MRLS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MXOV",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MYEC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"NPC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"NSCLC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"NSCLCPD",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"NSGCT",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"OCS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"ODGC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"OPHSC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"OUTT",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PAMPCA",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Panc-AdenoCA",35,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Panc-Endocrine",7,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PAST",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PB",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PEMESO",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PGNG",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PLEMESO",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PLLS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PLMESO",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PNET",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"POCA",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Prost-AdenoCA",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PTCLNOS",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"PUO",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"RAML",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"RCC",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"RCSNOS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SACA",2,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SARCL",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SBWDNET",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SCCO",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SCLC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SDCA",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SFTCNS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SNA",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SoftTissue-Leiomyo",11,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SoftTissue-Liposarc",8,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"STAS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Stomach-AdenoCA",6,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"SYNS",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"THFO",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Thy-AdenoCA",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"THYC",3,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"THYM",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"Uterus-AdenoCA",11,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"VMM",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"VSC",1,0,0,0.0192982456140351,"GammadeltaTcells","neg","Cellular Amino Acid Metabolic Process
","Cellular Amino Acid Metabolic Process
"
"MXOV",1,1,1,0.00350877192982456,"GammadeltaTcells","neg","Transcription Initiation from RNA Polymerase
 III Promoter","Transcription Initiation from RNA Polymerase
 III Promoter"
"Panc-Endocrine",7,1,0.142857142857143,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Breast-AdenoCA",129,1,0.00775193798449612,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Breast-AdenoCA",129,1,0.00775193798449612,0.00350877192982456,"GammadeltaTcells","neg","Transcription Initiation from RNA Polymerase
 III Promoter","Transcription Initiation from RNA Polymerase
 III Promoter"
"ACBC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ACC",4,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ACRM",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ACYC",3,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"AECA",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ALUCA",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ANSC",6,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"APAD",3,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"APE",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ARMS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ASPS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ATRT",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"BA",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"BCC",3,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"BLAD",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Bone-Osteosarc",4,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Breast-DCIS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Breast-LobularCA",8,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CACC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CCHM",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CCS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CDRCC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Cervix-AdenoCA",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Cervix-SCC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CHDM",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CHOL",10,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CHS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CNS-GBM",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CNS-Oligo",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"COAD",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ColoRect-AdenoCA",72,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"COM",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CSCC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"CSCLC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"DA",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ECAD",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"EMBC",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"EPM",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ES",3,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"ESCC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Eso-AdenoCA",3,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"FIBS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"FIOS",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"FL",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"GBC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"GEJ",7,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"GIST",4,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"GNG",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"GRCT",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"HGNEC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"HNMUCM",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"IHCH",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"IMMC",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Kidney-PapRCC",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"Liver-HCC",2,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
"LNET",1,0,0,0.00350877192982456,"GammadeltaTcells","neg","ATP Synthesis Coupled Proton Transport
","ATP Synthesis Coupled Proton Transport
"
